Table: Year 1
+--------+------------+-----------------+-----------------+
| S. No. | Department | Register Number | Department code |
| 18396  |    MBA     |    22MBA0058    |       MBA       |
| 18397  |    MBA     |    22MBA0059    |       MBA       |
| 18398  |    MBA     |    22MBA0059    |       MBA       |
| 18399  |    MBA     |    22MBA0059    |       MBA       |
| 18400  |    MBA     |    22MBA0060    |       MBA       |
| 18401  |    MBA     |    22MBA0060    |       MBA       |
| 18402  |    MBA     |    22MBA0060    |       MBA       |
| 18403  |    MBA     |    22MBA0061    |       MBA       |
| 18404  |    MBA     |    22MBA0061    |       MBA       |
| 18405  |    MBA     |    22MBA0061    |       MBA       |
| 18406  |    MBA     |    22MBA0062    |       MBA       |
| 18407  |    MBA     |    22MBA0062    |       MBA       |
| 18408  |    MBA     |    22MBA0062    |       MBA       |
| 18409  |    MBA     |    22MBA0063    |       MBA       |
| 18410  |    MBA     |    22MBA0063    |       MBA       |
| 18411  |    MBA     |    22MBA0063    |       MBA       |
| 18412  |    MBA     |    22MBA0064    |       MBA       |
| 18413  |    MBA     |    22MBA0064    |       MBA       |
| 18414  |    MBA     |    22MBA0064    |       MBA       |
| 18415  |    MBA     |    22MBA0065    |       MBA       |
| 18416  |    MBA     |    22MBA0065    |       MBA       |
| 18417  |    MBA     |    22MBA0065    |       MBA       |
| 18418  |    MBA     |    22MBA0066    |       MBA       |
| 18419  |    MBA     |    22MBA0066    |       MBA       |
| 18420  |    MBA     |    22MBA0066    |       MBA       |
| 18421  |    MBA     |    22MBA0101    |       MBA       |
| 18422  |    MBA     |    22MBA0101    |       MBA       |
| 18423  |    MBA     |    22MBA0101    |       MBA       |
| 18424  |    MBA     |    22MBA0102    |       MBA       |
| 18425  |    MBA     |    22MBA0102    |       MBA       |
| 18426  |    MBA     |    22MBA0102    |       MBA       |
| 18427  |    MBA     |    22MBA0103    |       MBA       |
| 18428  |    MBA     |    22MBA0103    |       MBA       |
| 18429  |    MBA     |    22MBA0103    |       MBA       |
| 18430  |    MBA     |    22MBA0104    |       MBA       |
| 18431  |    MBA     |    22MBA0104    |       MBA       |
| 18432  |    MBA     |    22MBA0104    |       MBA       |
| 18433  |    MBA     |    22MBA0105    |       MBA       |
| 18434  |    MBA     |    22MBA0105    |       MBA       |
| 18435  |    MBA     |    22MBA0105    |       MBA       |
| 18436  |    MBA     |    22MBA0106    |       MBA       |
| 18437  |    MBA     |    22MBA0106    |       MBA       |
| 18438  |    MBA     |    22MBA0106    |       MBA       |
| 18439  |    MBA     |    22MBA0107    |       MBA       |
| 18440  |    MBA     |    22MBA0107    |       MBA       |
| 18441  |    MBA     |    22MBA0107    |       MBA       |
| 18442  |    MBA     |    22MBA0108    |       MBA       |
| 18443  |    MBA     |    22MBA0108    |       MBA       |
| 18444  |    MBA     |    22MBA0108    |       MBA       |
| 18445  |    MBA     |    22MBA0109    |       MBA       |
| 18446  |    MBA     |    22MBA0109    |       MBA       |
| 18447  |    MBA     |    22MBA0109    |       MBA       |
| 18448  |    MBA     |    22MBA0110    |       MBA       |
| 18449  |    MBA     |    22MBA0110    |       MBA       |
| 18450  |    MBA     |    22MBA0110    |       MBA       |
| 18451  |    MBA     |    22MBA0111    |       MBA       |
| 18452  |    MBA     |    22MBA0111    |       MBA       |
| 18453  |    MBA     |    22MBA0111    |       MBA       |
| 18454  |    MBA     |    22MBA0112    |       MBA       |
| 18455  |    MBA     |    22MBA0112    |       MBA       |
| 18456  |    MBA     |    22MBA0112    |       MBA       |
| 18457  |    MBA     |    22MBA0113    |       MBA       |
| 18458  |    MBA     |    22MBA0113    |       MBA       |
| 18459  |    MBA     |    22MBA0113    |       MBA       |
| 18460  |    MBA     |    22MBA0114    |       MBA       |
| 18461  |    MBA     |    22MBA0114    |       MBA       |
| 18462  |    MBA     |    22MBA0114    |       MBA       |
| 18463  |    MBA     |    22MBA0115    |       MBA       |
| 18464  |    MBA     |    22MBA0115    |       MBA       |
| 18465  |    MBA     |    22MBA0115    |       MBA       |
| 18466  |    MBA     |    22MBA0116    |       MBA       |
| 18467  |    MBA     |    22MBA0116    |       MBA       |
| 18468  |    MBA     |    22MBA0116    |       MBA       |
| 18469  |    MBA     |    22MBA0117    |       MBA       |
| 18470  |    MBA     |    22MBA0117    |       MBA       |
| 18471  |    MBA     |    22MBA0117    |       MBA       |
| 18472  |    MBA     |    22MBA0118    |       MBA       |
| 18473  |    MBA     |    22MBA0118    |       MBA       |
| 18474  |    MBA     |    22MBA0118    |       MBA       |
| 18475  |    MBA     |    22MBA0119    |       MBA       |
| 18476  |    MBA     |    22MBA0119    |       MBA       |
| 18477  |    MBA     |    22MBA0119    |       MBA       |
| 18478  |    MBA     |    22MBA0120    |       MBA       |
| 18479  |    MBA     |    22MBA0120    |       MBA       |
| 18480  |    MBA     |    22MBA0120    |       MBA       |
| 18481  |    MBA     |    22MBA0121    |       MBA       |
| 18482  |    MBA     |    22MBA0121    |       MBA       |
| 18483  |    MBA     |    22MBA0121    |       MBA       |
| 18484  |    MBA     |    22MBA0122    |       MBA       |
| 18485  |    MBA     |    22MBA0122    |       MBA       |
| 18486  |    MBA     |    22MBA0122    |       MBA       |
| 18487  |    MBA     |    22MBA0123    |       MBA       |
| 18488  |    MBA     |    22MBA0123    |       MBA       |
| 18489  |    MBA     |    22MBA0123    |       MBA       |
| 18490  |    MBA     |    22MBA0124    |       MBA       |
| 18491  |    MBA     |    22MBA0124    |       MBA       |
| 18492  |    MBA     |    22MBA0124    |       MBA       |
| 18493  |    MBA     |    22MBA0125    |       MBA       |
| 18494  |    MBA     |    22MBA0125    |       MBA       |
| 18495  |    MBA     |    22MBA0125    |       MBA       |
| 18496  |    MBA     |    22MBA0126    |       MBA       |
| 18497  |    MBA     |    22MBA0126    |       MBA       |
| 18498  |    MBA     |    22MBA0126    |       MBA       |
| 18499  |    MBA     |    22MBA0127    |       MBA       |
| 18500  |    MBA     |    22MBA0127    |       MBA       |
| 18501  |    MBA     |    22MBA0127    |       MBA       |
| 18502  |    MBA     |    22MBA0128    |       MBA       |
| 18503  |    MBA     |    22MBA0128    |       MBA       |
| 18504  |    MBA     |    22MBA0128    |       MBA       |
| 18505  |    MBA     |    22MBA0129    |       MBA       |
| 18506  |    MBA     |    22MBA0129    |       MBA       |
| 18507  |    MBA     |    22MBA0129    |       MBA       |
| 18508  |    MBA     |    22MBA0130    |       MBA       |
| 18509  |    MBA     |    22MBA0130    |       MBA       |
| 18510  |    MBA     |    22MBA0130    |       MBA       |
| 18511  |    MBA     |    22MBA0131    |       MBA       |
| 18512  |    MBA     |    22MBA0131    |       MBA       |
| 18513  |    MBA     |    22MBA0131    |       MBA       |
| 18514  |    MBA     |    22MBA0132    |       MBA       |
| 18515  |    MBA     |    22MBA0132    |       MBA       |
| 18516  |    MBA     |    22MBA0132    |       MBA       |
| 18517  |    MBA     |    22MBA0133    |       MBA       |
| 18518  |    MBA     |    22MBA0133    |       MBA       |
| 18519  |    MBA     |    22MBA0133    |       MBA       |
| 18520  |    MBA     |    22MBA0134    |       MBA       |
| 18521  |    MBA     |    22MBA0134    |       MBA       |
| 18522  |    MBA     |    22MBA0134    |       MBA       |
| 18523  |    MBA     |    22MBA0135    |       MBA       |
| 18524  |    MBA     |    22MBA0135    |       MBA       |
| 18525  |    MBA     |    22MBA0135    |       MBA       |
| 18526  |    MBA     |    22MBA0136    |       MBA       |
| 18527  |    MBA     |    22MBA0136    |       MBA       |
| 18528  |    MBA     |    22MBA0136    |       MBA       |
| 18529  |    MBA     |    22MBA0137    |       MBA       |
| 18530  |    MBA     |    22MBA0137    |       MBA       |
| 18531  |    MBA     |    22MBA0137    |       MBA       |
| 18532  |    MBA     |    22MBA0138    |       MBA       |
| 18533  |    MBA     |    22MBA0138    |       MBA       |
| 18534  |    MBA     |    22MBA0138    |       MBA       |
| 18535  |    MBA     |    22MBA0139    |       MBA       |
| 18536  |    MBA     |    22MBA0139    |       MBA       |
| 18537  |    MBA     |    22MBA0139    |       MBA       |
| 18538  |    MBA     |    22MBA0140    |       MBA       |
| 18539  |    MBA     |    22MBA0140    |       MBA       |
| 18540  |    MBA     |    22MBA0140    |       MBA       |
| 18541  |    MBA     |    22MBA0141    |       MBA       |
| 18542  |    MBA     |    22MBA0141    |       MBA       |
| 18543  |    MBA     |    22MBA0141    |       MBA       |
| 18544  |    MBA     |    22MBA0142    |       MBA       |
| 18545  |    MBA     |    22MBA0142    |       MBA       |
| 18546  |    MBA     |    22MBA0142    |       MBA       |
| 18547  |    MBA     |    22MBA0143    |       MBA       |
| 18548  |    MBA     |    22MBA0143    |       MBA       |
| 18549  |    MBA     |    22MBA0143    |       MBA       |
| 18550  |    MBA     |    22MBA0144    |       MBA       |
| 18551  |    MBA     |    22MBA0144    |       MBA       |
| 18552  |    MBA     |    22MBA0144    |       MBA       |
| 18553  |    MBA     |    22MBA0145    |       MBA       |
| 18554  |    MBA     |    22MBA0145    |       MBA       |
| 18555  |    MBA     |    22MBA0145    |       MBA       |
| 18556  |    MBA     |    22MBA0146    |       MBA       |
| 18557  |    MBA     |    22MBA0146    |       MBA       |
| 18558  |    MBA     |    22MBA0146    |       MBA       |
| 18559  |    MBA     |    22MBA0147    |       MBA       |
| 18560  |    MBA     |    22MBA0147    |       MBA       |
| 18561  |    MBA     |    22MBA0147    |       MBA       |
| 18562  |    MBA     |    22MBA0148    |       MBA       |
| 18563  |    MBA     |    22MBA0148    |       MBA       |
| 18564  |    MBA     |    22MBA0148    |       MBA       |
| 18565  |    MBA     |    22MBA0149    |       MBA       |
| 18566  |    MBA     |    22MBA0149    |       MBA       |
| 18567  |    MBA     |    22MBA0149    |       MBA       |
| 18568  |    MBA     |    22MBA0150    |       MBA       |
| 18569  |    MBA     |    22MBA0150    |       MBA       |
| 18570  |    MBA     |    22MBA0150    |       MBA       |
| 18571  |    MBA     |    22MBA0151    |       MBA       |
| 18572  |    MBA     |    22MBA0151    |       MBA       |
| 18573  |    MBA     |    22MBA0151    |       MBA       |
| 18574  |    MBA     |    22MBA0152    |       MBA       |
| 18575  |    MBA     |    22MBA0152    |       MBA       |
| 18576  |    MBA     |    22MBA0152    |       MBA       |
| 18577  |    MBA     |    22MBA0153    |       MBA       |
| 18578  |    MBA     |    22MBA0153    |       MBA       |
| 18579  |    MBA     |    22MBA0153    |       MBA       |
| 18580  |    MBA     |    22MBA0154    |       MBA       |
| 18581  |    MBA     |    22MBA0154    |       MBA       |
| 18582  |    MBA     |    22MBA0154    |       MBA       |
| 18583  |    MBA     |    22MBA0155    |       MBA       |
| 18584  |    MBA     |    22MBA0155    |       MBA       |
| 18585  |    MBA     |    22MBA0155    |       MBA       |
| 18586  |    MBA     |    22MBA0156    |       MBA       |
| 18587  |    MBA     |    22MBA0156    |       MBA       |
| 18588  |    MBA     |    22MBA0156    |       MBA       |
| 18589  |    MBA     |    22MBA0157    |       MBA       |
| 18590  |    MBA     |    22MBA0157    |       MBA       |
| 18591  |    MBA     |    22MBA0157    |       MBA       |
| 18592  |    MBA     |    22MBA0158    |       MBA       |
| 18593  |    MBA     |    22MBA0158    |       MBA       |
| 18594  |    MBA     |    22MBA0158    |       MBA       |
| 18595  |    MBA     |    22MBA0159    |       MBA       |
| 18596  |    MBA     |    22MBA0159    |       MBA       |
| 18597  |    MBA     |    22MBA0159    |       MBA       |
| 18598  |    MBA     |    22MBA0160    |       MBA       |
| 18599  |    MBA     |    22MBA0160    |       MBA       |
| 18600  |    MBA     |    22MBA0160    |       MBA       |
| 18601  |    MBA     |    22MBA0161    |       MBA       |
| 18602  |    MBA     |    22MBA0161    |       MBA       |
| 18603  |    MBA     |    22MBA0161    |       MBA       |
| 18604  |    MBA     |    22MBA0162    |       MBA       |
| 18605  |    MBA     |    22MBA0162    |       MBA       |
| 18606  |    MBA     |    22MBA0162    |       MBA       |
| 18607  |    MBA     |    22MBA0163    |       MBA       |
| 18608  |    MBA     |    22MBA0163    |       MBA       |
| 18609  |    MBA     |    22MBA0163    |       MBA       |
| 18610  |    MBA     |    22MBA0164    |       MBA       |
| 18611  |    MBA     |    22MBA0164    |       MBA       |
| 18612  |    MBA     |    22MBA0164    |       MBA       |
| 18613  |    MBA     |    22MBA0165    |       MBA       |
| 18614  |    MBA     |    22MBA0165    |       MBA       |
| 18615  |    MBA     |    22MBA0165    |       MBA       |
| 18616  |    MBA     |    22MBA0166    |       MBA       |
| 18617  |    MBA     |    22MBA0166    |       MBA       |
| 18618  |    MBA     |    22MBA0166    |       MBA       |
| 18619  |    BCT     |    22BCT0001    |       BCT       |
| 18620  |    BCT     |    22BCT0001    |       BCT       |
| 18621  |    BCT     |    22BCT0001    |       BCT       |
| 18622  |    BCT     |    22BCT0002    |       BCT       |
| 18623  |    BCT     |    22BCT0002    |       BCT       |
| 18624  |    BCT     |    22BCT0002    |       BCT       |
| 18625  |    BCT     |    22BCT0003    |       BCT       |
| 18626  |    BCT     |    22BCT0003    |       BCT       |
| 18627  |    BCT     |    22BCT0003    |       BCT       |
| 18628  |    BCT     |    22BCT0004    |       BCT       |
| 18629  |    BCT     |    22BCT0004    |       BCT       |
| 18630  |    BCT     |    22BCT0004    |       BCT       |
| 18631  |    BCT     |    22BCT0005    |       BCT       |
| 18632  |    BCT     |    22BCT0005    |       BCT       |
| 18633  |    BCT     |    22BCT0005    |       BCT       |
| 18634  |    BCT     |    22BCT0006    |       BCT       |
| 18635  |    BCT     |    22BCT0006    |       BCT       |
